SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQualityRate,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice
1103.52,2.0,2.0,68.24,22.98,5.0,19.94,4.28,93.05,1.57,6.0,3.0,3.0,1.0,10.0,142512.3395
1659.19,2.0,3.0,719.3,13.26,9.0,11.22,32.25,96.59,1.64,7.0,2.0,2.0,1.0,8.0,226521.1434
1231.59,2.0,4.0,918.28,19.61,10.0,79.42,14.76,94.1,0.87,5.0,6.0,7.0,1.0,17.0,398111.456
706.79,1.0,2.0,210.71,52.78,8.0,49.29,19.56,93.92,1.4,2.0,6.0,3.0,1.0,7.0,4828.725067
550.0,3.0,2.0,658.16,49.06,4.0,9.54,14.25,91.23,1.17,6.0,10.0,5.0,1.0,9.0,183001.3334
1310.88,4.0,3.0,499.31,24.53,10.0,76.47,3.21,99.34,0.51,8.0,8.0,5.0,1.0,19.0,730123.8242
870.25,2.0,2.0,803.11,15.34,8.0,3.87,47.15,90.14,1.63,6.0,6.0,4.0,1.0,8.0,60874.13877
739.21,2.0,3.0,944.13,53.19,6.0,86.72,21.14,99.9,2.2,6.0,6.0,6.0,1.0,29.0,134223.7811
720.07,2.0,2.0,834.12,44.07,5.0,83.85,19.5,95.8,2.1,7.0,3.0,3.0,1.0,19.0,42260.89217
775.79,1.0,3.0,74.17,13.6,6.0,73.88,5.34,82.24,0.55,6.0,10.0,5.0,1.0,20.0,113927.2628
990.97,1.0,3.0,209.96,62.61,4.0,83.92,22.58,87.71,1.91,5.0,7.0,8.0,1.0,9.0,197311.5545
1080.35,2.0,5.0,2.96,54.64,9.0,7.91,25.59,86.79,1.64,4.0,4.0,5.0,1.0,6.0,491616.3884
949.38,2.0,4.0,908.91,13.59,10.0,2.19,27.09,99.9,0.91,2.0,1.0,4.0,1.0,8.0,387140.7155
1299.92,3.0,3.0,344.43,4.53,10.0,46.94,8.29,99.9,1.38,8.0,10.0,10.0,1.0,29.0,464370.0251
1310.12,3.0,3.0,465.6,23.36,10.0,62.85,4.72,95.02,1.18,6.0,4.0,5.0,1.0,13.0,430530.5078
1166.6,1.0,2.0,607.88,3.84,6.0,51.23,13.06,89.71,1.37,3.0,5.0,4.0,1.0,18.0,68189.14682
1172.45,2.0,3.0,618.91,36.21,7.0,54.43,10.66,96.68,1.41,6.0,7.0,8.0,1.0,9.0,231800.3059
550.0,2.0,3.0,796.38,34.41,5.0,137.10750000000002,14.07,87.21,1.95,3.0,1.0,2.0,1.0,23.0,65534.962
731.64,1.0,3.0,830.59,18.57,8.0,24.27,27.73,99.9,2.28,4.0,8.0,6.0,1.0,9.0,112873.4512
550.0,2.0,3.0,57.57,38.43,6.0,26.62,20.9,94.42,1.98,3.0,1.0,6.0,1.0,11.0,145654.911
1914.87,3.0,4.0,273.61,30.67,9.0,7.95,13.35,91.49,1.67,7.0,4.0,5.0,1.0,7.0,684734.5213
1723.02,2.0,3.0,399.63,15.1,7.0,89.55,6.6,89.72,0.75,5.0,6.0,7.0,1.0,11.0,353695.581
749.67,2.0,3.0,762.83,31.52,7.0,17.74,42.55,96.51,1.09,3.0,9.0,2.0,1.0,21.0,249140.9594
557.98,1.0,4.0,59.19,44.5,6.0,51.15,16.71,95.43,1.09,3.0,3.0,2.0,1.0,9.0,52801.80291
754.91,1.0,2.0,619.55,40.16,7.0,8.51,0.16,99.82,1.39,6.0,10.0,7.0,1.0,26.0,76000.78166
943.11,2.0,2.0,780.54,38.12,7.0,72.2,21.59,99.9,1.6,3.0,7.0,7.0,1.0,24.0,121014.9423
840.53,1.0,4.0,710.01,14.97,8.0,107.16,25.62,90.85,1.01,5.0,4.0,7.0,1.0,25.0,251433.6852
925.34,1.0,2.0,789.6,42.58,7.0,24.8,15.1,95.45,2.12,5.0,5.0,6.0,1.0,18.0,77768.09868
1900.51,1.0,3.0,815.84,32.11,10.0,49.15,8.39,99.9,0.73,6.0,7.0,5.0,1.0,25.0,344288.9252
765.15,1.0,4.0,469.24,15.01,5.0,59.63,9.69,87.16,1.82,4.0,5.0,4.0,1.0,7.0,120806.3775
1184.97,1.0,5.0,48.27,19.39,9.0,13.58,6.09,90.72,1.41,6.0,8.0,9.0,1.0,14.0,466128.1403
842.16,3.0,1.0,509.27,20.73,4.0,35.88,36.54,98.54,1.54,3.0,9.0,6.0,1.0,14.0,212641.0238
576.05,1.0,2.0,705.36,33.8,4.0,0.2,6.39,86.57,2.08,4.0,10.0,6.0,1.0,15.0,37781.33227
1112.56,1.0,3.0,915.48,47.96,4.0,2.15,33.08,93.7,2.27,5.0,10.0,7.0,1.0,2.0,320931.846
1432.58,1.0,4.0,894.26,18.24,10.0,10.58,24.9,95.49,1.53,8.0,9.0,7.0,1.0,5.0,479392.4023
550.0,4.0,2.0,725.54,65.51,5.0,65.44,37.69,94.59,1.44,2.0,3.0,5.0,1.0,7.0,167655.6333
1221.31,4.0,3.0,76.34,17.23,9.0,32.5,3.91,97.78,1.28,8.0,9.0,7.0,1.0,31.0,374725.8783
977.03,1.0,4.0,32.81,55.6,9.0,77.01,21.83,99.9,1.39,6.0,7.0,4.0,1.0,12.0,166264.6584
1211.64,2.0,3.0,669.46,60.6,8.0,12.98,7.23,92.55,0.69,8.0,8.0,10.0,1.0,12.0,327876.6273
1406.46,3.0,3.0,169.89,11.27,6.0,36.12,5.13,95.96,1.54,4.0,2.0,4.0,1.0,13.0,323639.5546
1625.16,3.0,4.0,583.95,42.91,9.0,39.49,14.75,97.18,0.93,9.0,6.0,4.0,1.0,15.0,556506.8283
550.0,2.0,2.0,491.76,54.29,9.0,6.74,8.57,99.9,1.42,3.0,2.0,6.0,1.0,21.0,96622.39041
840.12,2.0,3.0,1251.42,30.8,6.0,27.71,21.97,99.84,1.53,7.0,4.0,7.0,1.0,5.0,273431.8807
936.49,2.0,2.0,379.33,56.26,7.0,46.35,22.26,99.9,1.04,7.0,9.0,9.0,1.0,24.0,314636.3225
550.0,1.0,5.0,450.47,25.45,7.0,137.10750000000002,11.2,96.42,1.91,6.0,5.0,7.0,1.0,12.0,196798.878
1251.41,3.0,2.0,108.84,33.2,7.0,91.42,21.07,99.9,1.7,6.0,4.0,6.0,1.0,15.0,215944.9062
550.0,1.0,2.0,977.1,75.51,6.0,5.05,11.81,94.83,1.72,2.0,9.0,8.0,1.0,33.5,101742.5656
885.62,1.0,3.0,246.89,5.33,9.0,32.29,28.99,94.46,2.34,4.0,5.0,4.0,1.0,5.0,200560.237
884.98,3.0,3.0,1100.91,16.42,5.0,31.02,3.0,93.78,1.31,3.0,8.0,7.0,1.0,7.0,125107.5666
1724.22,2.0,4.0,488.82,41.67,10.0,57.64,15.3,93.76,1.39,7.0,3.0,4.0,1.0,18.0,498427.2417
1363.77,2.0,4.0,1012.71,4.34,6.0,34.33,12.04,94.17,1.29,4.0,8.0,6.0,1.0,20.0,308164.2842
1195.22,2.0,4.0,914.73,43.56,6.0,12.18,24.26,93.12,2.19,5.0,8.0,5.0,1.0,22.0,332149.9444
1230.8,3.0,2.0,808.78,31.3,4.0,44.78,13.14,89.02,1.79,4.0,6.0,5.0,1.0,21.0,300361.3558
550.0,3.0,4.0,903.12,12.23,10.0,63.09,20.21,99.9,1.97,6.0,10.0,5.0,1.0,33.5,466062.0521
644.33,2.0,3.0,155.4,9.84,8.0,61.88,8.5,94.97,1.53,4.0,3.0,4.0,1.0,30.0,114872.9599
550.0,2.0,2.0,275.54,19.31,5.0,21.81,17.05,91.15,1.99,3.0,4.0,5.0,1.0,11.0,90500.49638
630.08,1.0,4.0,442.2,36.62,7.0,70.04,32.31,88.19,1.95,7.0,9.0,6.0,1.0,11.0,123166.9589
1575.99,2.0,2.0,105.49,8.19,7.0,19.72,5.85,93.14,1.34,6.0,10.0,4.0,1.0,18.0,367171.0595
670.91,4.0,3.0,582.2,52.86,6.0,48.79,11.78,93.76,1.84,4.0,10.0,10.0,1.0,12.0,355444.8691
617.7,3.0,1.0,207.87,43.92,4.0,67.16,22.0,89.72,2.22,4.0,9.0,9.0,1.0,12.0,31268.77384
1437.56,3.0,5.0,234.52,16.21,9.0,17.59,19.91,92.89,1.22,4.0,4.0,6.0,1.0,12.0,456741.2027
1968.46,2.0,4.0,159.66,18.22,10.0,39.59,1.63,90.84,1.7,7.0,10.0,7.0,1.0,29.0,638749.4767
1435.79,2.0,2.0,122.81,33.29,5.0,98.86,49.04,94.04,1.64,5.0,1.0,4.0,1.0,21.0,242393.7223
1161.75,1.0,4.0,927.64,16.95,10.0,101.8,8.48,89.06,1.09,5.0,2.0,6.0,1.0,22.0,387123.6983
1187.7,1.0,2.0,307.7,48.71,8.0,21.86,32.13,90.72,1.51,1.0,3.0,6.0,1.0,11.0,173630.0386
1094.17,1.0,2.0,865.94,13.97,6.0,25.27,21.59,95.55,1.64,5.0,2.0,2.0,1.0,6.0,155899.0034
760.77,3.0,3.0,179.59,8.09,5.0,32.81,4.34,86.84,1.82,5.0,4.0,7.0,1.0,29.0,256783.6554
1973.89,4.0,5.0,371.56,24.1,10.0,45.64,5.05,92.08,1.63,9.0,10.0,8.0,1.0,10.0,665367.1995
1630.18,2.0,4.0,513.19,3.33,8.0,15.92,3.15,97.79,1.41,8.0,6.0,6.0,1.0,17.0,544151.2653
732.48,3.0,4.0,12.05,38.95,9.0,26.54,42.27,92.25,1.42,7.0,10.0,7.0,1.0,18.0,269896.4343
1255.65,2.0,2.0,711.58,50.2,6.0,46.23,19.13,98.97,1.74,6.0,5.0,6.0,1.0,22.0,174929.0541
1020.35,1.0,4.0,114.53,28.17,6.0,7.59,39.81,90.41,1.59,3.0,7.0,5.0,1.0,33.5,150647.7484
935.51,1.0,3.0,394.75,20.23,5.0,17.33,20.15,92.49,1.93,4.0,4.0,7.0,1.0,33.5,413763.6904
1175.07,3.0,4.0,175.45,26.41,9.0,44.08,11.09,95.87,0.79,5.0,10.0,7.0,1.0,10.0,498897.58
712.06,2.0,3.0,216.75,49.75,4.0,20.37,15.73,96.83,1.77,2.0,5.0,5.0,1.0,33.5,94392.3468
1443.32,1.0,4.0,427.78,20.09,8.0,1.03,17.88,92.0,1.53,5.0,8.0,8.0,1.0,9.0,353297.263
2186.62,2.0,3.0,741.75,25.63,9.0,11.33,20.19,98.01,1.15,8.0,10.0,9.0,1.0,29.0,421793.7201
959.52,4.0,3.0,579.14,43.99,10.0,19.73,6.79,94.27,0.72,5.0,3.0,8.0,1.0,33.5,416438.3391
1924.5,5.0,3.0,427.88,5.92,9.0,0.32,31.24,98.73,1.41,9.0,10.0,7.0,1.0,4.0,555592.7378
550.0,2.0,3.0,66.33,17.37,3.0,39.22,11.57,99.29,1.42,4.0,6.0,4.0,1.0,23.0,270898.8759
1835.88,1.0,3.0,453.04,6.22,8.0,2.36,16.01,94.22,1.19,5.0,10.0,7.0,1.0,26.0,726964.588
1440.64,3.0,4.0,813.66,13.07,10.0,37.91,23.29,99.9,0.31,8.0,5.0,6.0,1.0,24.0,760692.8731
890.77,3.0,4.0,651.7,28.89,9.0,5.99,5.94,99.9,1.42,5.0,6.0,4.0,1.0,26.0,463833.2553
1046.87,1.0,3.0,296.7,16.2,5.0,40.57,25.08,83.23,1.29,4.0,9.0,8.0,1.0,16.0,162463.8362
550.0,3.0,4.0,68.91,9.67,6.0,56.59,13.13,93.63,1.5,6.0,7.0,7.0,1.0,3.0,325614.4246
550.0,3.0,2.0,809.64,33.09,6.0,40.11,44.1,99.9,1.86,5.0,9.0,7.0,1.0,20.0,130176.5017
960.99,3.0,2.0,841.25,16.49,5.0,115.0,42.77,90.4,1.95,6.0,1.0,7.0,1.0,12.0,302142.1023
1116.92,2.0,3.0,522.11,29.75,6.0,15.31,44.16,92.34,0.35,6.0,7.0,8.0,1.0,15.0,264522.6406
955.63,1.0,2.0,698.47,69.0,6.0,68.63,8.89,90.19,0.96,7.0,7.0,9.0,1.0,8.0,246210.9726
1630.8,1.0,4.0,351.78,5.46,10.0,27.43,9.14,90.71,0.98,6.0,10.0,7.0,1.0,10.0,293601.0958
774.52,1.0,3.0,225.48,60.59,6.0,17.55,21.27,99.9,2.83,4.0,10.0,7.0,1.0,9.0,127881.0592
550.0,2.0,4.0,329.7,33.45,9.0,32.06,9.25,97.2,1.76,1.0,2.0,3.0,1.0,21.0,240185.9457
834.61,2.0,3.0,320.57,24.61,6.0,85.34,30.41,86.85,1.52,2.0,5.0,8.0,1.0,29.0,251914.1432
1417.48,2.0,2.0,617.68,49.7,5.0,52.3,3.84,89.81,1.87,3.0,4.0,2.0,1.0,18.0,165098.558
1056.18,3.0,4.0,439.76,54.6,9.0,78.53,13.4,91.38,0.93,4.0,10.0,8.0,1.0,10.0,476420.1128
979.19,1.0,6.0,408.48,32.24,7.0,5.52,7.09,99.9,1.56,4.0,7.0,6.0,1.0,22.0,337257.5612
550.0,2.0,4.0,699.71,32.22,8.0,101.98,16.26,94.4,1.5,3.0,3.0,6.0,1.0,25.0,176564.7709
740.44,1.0,3.0,703.92,8.61,8.0,63.47,9.82,82.58,0.36,6.0,9.0,7.0,1.0,33.5,220447.697
1507.28,3.0,4.0,766.22,1.82,6.0,32.77,27.53,98.84,1.75,6.0,6.0,6.0,1.0,12.0,625021.9161
1407.32,5.0,4.0,468.12,61.82,10.0,8.08,17.28,98.55,1.03,9.0,10.0,5.0,1.0,19.0,684274.2345
550.0,2.0,5.0,620.77,3.96,6.0,71.96,7.71,99.9,2.05,5.0,9.0,9.0,1.0,10.0,259650.6572
550.0,4.0,2.0,604.98,13.7,10.0,34.6,12.31,99.34,1.18,9.0,10.0,9.0,1.0,6.0,242740.1199
1258.04,4.0,4.0,590.21,40.66,8.0,17.65,30.54,88.71,1.21,8.0,7.0,8.0,1.0,19.0,620069.5958
1074.67,2.0,3.0,779.04,20.57,8.0,49.21,0.23,90.12,1.36,4.0,5.0,5.0,1.0,23.0,186565.6936
1469.13,3.0,3.0,477.54,34.46,4.0,20.67,19.9,96.07,1.26,7.0,3.0,2.0,1.0,21.0,246327.5648
1032.34,3.0,3.0,221.1,72.3,7.0,32.45,20.49,96.54,1.54,4.0,9.0,8.0,1.0,9.0,469495.1696
849.06,1.0,2.0,31.41,46.06,6.0,47.77,2.22,87.56,1.05,5.0,3.0,5.0,1.0,17.0,243261.6328
1343.92,3.0,2.0,395.96,70.11,7.0,78.95,24.21,87.94,1.2,5.0,7.0,6.0,1.0,12.0,327092.9137
700.38,1.0,2.0,563.56,28.13,6.0,116.62,12.74,99.9,1.96,7.0,8.0,7.0,1.0,16.0,91159.4719
1178.17,1.0,3.0,786.3,39.16,9.0,40.0,17.08,95.09,0.13999999999999968,8.0,4.0,2.0,1.0,9.0,360849.0481
823.51,3.0,3.0,860.47,25.85,6.0,55.39,49.65,99.9,1.46,5.0,3.0,7.0,1.0,9.0,324235.4549
809.47,3.0,2.0,549.16,44.95,6.0,44.15,11.02,99.9,0.94,7.0,6.0,5.0,1.0,7.0,196166.039
1159.38,3.0,4.0,366.84,44.69,8.0,36.82,6.4,99.44,1.37,6.0,6.0,5.0,1.0,13.0,357460.8706
550.0,4.0,2.0,1043.79,46.13,7.0,52.41,5.03,91.57,0.98,7.0,5.0,5.0,1.0,32.0,141694.2808
922.14,2.0,2.0,498.24,36.83,4.0,50.06,18.08,88.56,1.36,6.0,4.0,8.0,1.0,25.0,177938.6605
1005.51,2.0,2.0,472.01,3.25,6.0,16.04,13.84,94.43,1.3,4.0,2.0,5.0,1.0,20.0,212059.8364
1296.57,1.0,2.0,200.16,14.42,9.0,98.3,42.02,96.18,0.94,4.0,1.0,2.0,1.0,14.0,11138.22858
1173.95,2.0,4.0,677.96,4.18,8.0,54.4,40.07,92.84,1.25,4.0,1.0,2.0,1.0,17.0,361002.8213
1249.13,4.0,5.0,441.69,36.24,8.0,39.16,1.33,89.8,1.26,7.0,9.0,8.0,1.0,20.0,574496.6053
930.27,3.0,6.0,662.21,24.97,8.0,37.75,19.37,99.9,1.04,7.0,4.0,5.0,1.0,12.0,561212.0656
572.31,4.0,2.0,467.86,3.74,7.0,109.38,13.07,94.04,1.05,4.0,9.0,8.0,1.0,18.0,217958.1962
1302.97,3.0,4.0,786.75,47.03,10.0,56.11,39.79,93.63,1.06,8.0,8.0,5.0,1.0,19.0,509892.6429
1091.16,2.0,4.0,989.68,30.23,10.0,25.58,1.73,99.9,1.13,8.0,4.0,6.0,1.0,13.0,393003.2219
1447.99,3.0,3.0,601.19,3.76,9.0,60.23,14.15,95.59,1.5,4.0,8.0,9.0,1.0,11.0,285060.0242
958.57,3.0,3.0,387.23,6.1,9.0,91.54,9.87,83.68,0.99,4.0,4.0,2.0,1.0,22.0,300279.2569
550.0,2.0,2.0,949.48,2.48,5.0,49.95,33.72,92.58,0.13999999999999968,5.0,9.0,10.0,1.0,22.0,166833.2431
1261.69,2.0,3.0,440.8,11.54,8.0,7.6,8.31,98.66,1.7,7.0,4.0,6.0,1.0,33.5,411441.7621
870.2,1.0,3.0,287.22,37.28,6.0,104.82,25.96,92.34,1.79,7.0,8.0,3.0,1.0,27.0,134464.5999
550.0,3.0,3.0,555.7,31.91,3.0,85.06,24.63,88.17,1.54,6.0,3.0,7.0,1.0,15.0,120055.3012
1039.42,1.0,2.0,886.9,45.63,5.0,87.4,17.57,87.52,1.25,5.0,4.0,6.0,1.0,21.0,85991.71291
1601.24,1.0,3.0,763.98,45.98,7.0,36.58,13.81,99.9,1.59,5.0,7.0,4.0,1.0,14.0,442226.1074
661.76,1.0,3.0,316.68,24.52,4.0,26.37,7.78,83.84,2.32,2.0,5.0,8.0,1.0,7.0,98161.34715
586.83,4.0,3.0,479.31,9.61,5.0,68.5,11.63,96.87,2.44,5.0,10.0,10.0,1.0,20.0,476838.5556
1428.56,1.0,3.0,661.4,18.62,8.0,35.0,17.28,99.9,1.13,6.0,2.0,3.0,1.0,24.0,208845.1433
550.0,3.0,3.0,323.79,35.63,7.0,65.26,16.52,99.9,1.65,4.0,5.0,8.0,1.0,16.0,263236.5367
1703.66,2.0,4.0,453.99,33.86,10.0,41.23,12.36,99.34,1.66,8.0,9.0,7.0,1.0,9.0,415989.185
1046.69,2.0,3.0,157.52,16.44,10.0,60.58,13.98,92.06,1.91,7.0,4.0,3.0,1.0,14.0,152555.3246
550.0,5.0,3.0,388.91,29.48,5.0,113.37,19.92,91.76,1.48,6.0,7.0,5.0,1.0,14.0,292808.0281
1860.12,3.0,4.0,607.87,48.81,6.0,7.94,33.0,87.68,0.64,6.0,10.0,8.0,1.0,33.0,700924.5861
1480.48,1.0,2.0,1058.42,9.74,8.0,21.59,18.03,94.77,1.62,5.0,6.0,5.0,1.0,23.0,289328.2996
550.0,3.0,2.0,521.81,5.33,5.0,55.46,35.96,89.09,1.73,1.0,5.0,5.0,1.0,33.5,80431.14977
550.0,2.0,1.0,960.96,46.99,3.0,81.66,32.42,92.64,2.05,3.0,3.0,5.0,1.0,14.0,115431.6352
1274.02,2.0,4.0,97.38,43.73,6.0,10.14,18.42,96.76,2.08,8.0,1.0,4.0,1.0,33.5,545995.3007
1352.5,1.0,5.0,379.43,27.5,10.0,44.47,15.01,90.16,0.87,8.0,7.0,8.0,1.0,21.0,773911.3778
1429.85,3.0,5.0,251.0,4.11,10.0,83.6,13.17,85.86,0.95,7.0,9.0,8.0,1.0,10.0,652987.1885
566.19,2.0,4.0,404.67,20.9,8.0,67.93,15.06,84.96,1.94,6.0,10.0,7.0,1.0,14.0,222656.7405
678.79,2.0,2.0,371.5,12.69,6.0,87.35,27.32,89.42,1.25,1.0,4.0,5.0,1.0,22.0,5200.578812
970.71,2.0,3.0,439.83,69.87,7.0,1.04,36.74,95.54,1.53,6.0,3.0,5.0,1.0,10.0,216473.4745
586.27,1.0,4.0,468.91,18.49,9.0,33.13,39.04,94.06,1.59,6.0,2.0,4.0,1.0,17.0,145373.9594
556.8,1.0,3.0,963.36,13.49,8.0,35.93,14.03,96.3,0.57,5.0,5.0,5.0,1.0,8.0,114069.6882
1285.02,2.0,4.0,507.52,5.25,3.0,14.79,34.39,83.43,1.19,5.0,5.0,5.0,1.0,3.0,671224.2529
1840.34,3.0,1.0,426.25,47.4,8.0,79.06,13.49,96.53,1.48,5.0,9.0,5.0,1.0,9.0,440386.4067
1613.99,3.0,4.0,655.87,18.35,8.0,76.51,7.46,99.9,1.49,9.0,6.0,7.0,1.0,26.0,761344.8176
550.0,2.0,5.0,959.25,7.5,6.0,64.62,20.72,99.41,1.45,7.0,8.0,6.0,1.0,23.0,329833.1159
550.0,4.0,1.0,651.3,39.67,3.0,41.28,21.35,86.98,1.41,3.0,5.0,7.0,1.0,17.0,265818.8894
550.0,3.0,3.0,557.79,62.83,6.0,60.27,39.71,91.16,1.95,3.0,5.0,5.0,1.0,12.0,101545.4125
1137.9,2.0,3.0,627.53,28.49,6.0,33.84,3.52,99.9,1.45,7.0,8.0,9.0,1.0,7.0,225194.4602
909.57,2.0,3.0,695.96,9.5,9.0,108.59,38.79,99.46,1.64,6.0,6.0,7.0,1.0,12.0,251982.2197
805.92,2.0,5.0,506.72,48.26,8.0,33.74,19.21,85.36,2.07,7.0,7.0,9.0,1.0,8.0,346141.043
2368.87,3.0,3.0,819.54,61.91,6.0,66.1,13.04,88.0,0.72,6.0,1.0,6.0,1.0,16.0,551555.7768
1946.29,1.0,4.0,1042.52,48.61,8.0,68.75,19.94,99.9,0.67,7.0,10.0,7.0,1.0,17.0,352484.3008
550.0,2.0,3.0,24.75,39.23,7.0,90.37,21.11,90.03,1.47,6.0,3.0,8.0,1.0,4.0,173182.8879
1316.59,2.0,4.0,163.96,20.24,9.0,15.55,1.67,93.89,1.51,8.0,4.0,7.0,1.0,12.0,447732.4035
708.49,1.0,4.0,937.85,34.27,8.0,41.12,0.51,89.85,1.74,4.0,10.0,8.0,1.0,1.0,393959.0545
1627.88,3.0,2.0,715.12,42.88,9.0,62.93,11.74,99.05,0.65,7.0,5.0,5.0,1.0,22.0,559303.9752
1707.82,3.0,3.0,885.45,15.85,8.0,34.22,12.91,96.73,1.12,6.0,4.0,5.0,1.0,18.0,419777.7336
921.51,3.0,3.0,276.07,17.41,7.0,9.81,19.96,92.36,0.73,6.0,9.0,8.0,1.0,22.0,284990.1965
688.72,2.0,2.0,1038.51,31.65,7.0,25.35,13.06,92.54,0.55,5.0,6.0,4.0,1.0,12.0,167716.6407
997.36,1.0,3.0,1308.7725,24.39,9.0,6.16,15.9,87.17,1.47,6.0,4.0,3.0,1.0,15.0,142396.856
853.76,3.0,4.0,533.83,5.13,8.0,49.13,11.34,96.91,0.74,4.0,10.0,10.0,1.0,10.0,426423.7099
1579.61,4.0,2.0,700.44,39.09,6.0,15.87,9.46,98.55,0.94,7.0,10.0,9.0,1.0,13.0,540309.5412
1791.87,4.0,3.0,412.07,25.56,9.0,56.05,51.165000000000006,95.79,1.43,9.0,7.0,9.0,1.0,17.0,480191.2109
1334.77,3.0,3.0,438.21,57.07,7.0,5.48,6.6,95.84,2.11,8.0,10.0,8.0,1.0,17.0,298354.2426
911.89,2.0,2.0,227.28,32.68,6.0,63.38,26.16,87.6,0.69,3.0,6.0,5.0,1.0,12.0,230357.3468
1109.14,2.0,3.0,358.51,51.45,8.0,50.34,51.165000000000006,92.33,1.89,5.0,7.0,7.0,1.0,12.0,177877.3161
667.26,2.0,1.0,173.38,39.11,7.0,68.14,19.03,99.15,1.69,3.0,5.0,9.0,1.0,18.0,41238.17882
1720.27,2.0,3.0,575.18,52.25,5.0,85.34,29.53,94.79,2.3,3.0,5.0,6.0,1.0,14.0,270976.2752
719.79,2.0,4.0,393.87,38.4,8.0,39.52,16.56,94.7,1.47,4.0,2.0,6.0,1.0,33.5,108846.7941
1005.66,2.0,3.0,331.58,24.34,6.0,15.83,19.42,90.7,1.37,4.0,9.0,7.0,1.0,26.0,278023.9361
587.41,1.0,2.0,526.89,34.83,7.0,25.71,1.7,85.73,1.91,7.0,2.0,4.0,1.0,19.0,51006.49428
1081.25,3.0,4.0,861.93,12.81,10.0,55.59,6.1,92.93,1.77,8.0,2.0,3.0,1.0,20.0,360306.3148
1084.89,1.0,4.0,118.5,35.82,5.0,42.04,26.92,99.9,1.67,4.0,6.0,4.0,1.0,6.0,408528.7437
1382.19,3.0,4.0,1072.57,28.28,7.0,124.68,9.48,93.63,2.69,7.0,3.0,2.0,1.0,12.0,563750.7157
1535.8,3.0,3.0,622.19,16.65,9.0,2.27,24.12,94.93,1.0,8.0,6.0,2.0,1.0,26.0,376121.6824
992.99,1.0,3.0,1006.05,20.24,8.0,8.22,3.97,99.9,1.81,4.0,7.0,7.0,1.0,15.0,150048.874
1070.43,1.0,1.0,506.56,31.68,6.0,56.47,27.96,92.62,2.35,5.0,6.0,6.0,1.0,16.0,53892.2552
550.0,1.0,2.0,387.23,45.88,5.0,73.98,15.75,92.71,0.62,3.0,1.0,3.0,1.0,16.0,110717.4951
917.46,1.0,3.0,89.01,18.46,7.0,19.77,1.73,81.92,2.17,4.0,7.0,10.0,1.0,17.0,127139.3953
1158.48,1.0,3.0,324.2,44.39,5.0,5.75,17.65,91.5,1.66,3.0,8.0,8.0,1.0,11.0,140182.6988
1120.08,2.0,2.0,980.87,49.98,4.0,18.34,10.21,99.9,1.94,4.0,9.0,5.0,1.0,14.0,92154.62183
1481.33,1.0,3.0,373.24,21.49,7.0,39.41,14.53,83.86,1.06,5.0,8.0,4.0,1.0,15.0,167742.1176
550.0,1.0,2.0,811.5,31.91,6.0,47.62,34.77,93.8,2.35,3.0,1.0,5.0,1.0,33.5,257547.1157
1050.07,2.0,4.0,351.05,66.52,9.0,12.23,22.58,96.92,1.44,8.0,6.0,4.0,1.0,18.0,473953.8351
795.13,1.0,3.0,1110.65,46.56,7.0,35.57,11.55,92.9,1.87,5.0,5.0,6.0,1.0,16.0,168800.3902
697.88,2.0,2.0,121.1,49.41,4.0,20.57,13.88,89.76,1.49,3.0,7.0,2.0,1.0,20.0,88724.64574
550.0,1.0,4.0,82.5,2.01,9.0,25.79,21.11,94.0,1.22,7.0,5.0,6.0,1.0,11.0,192654.8614
550.0,1.0,2.0,187.32,39.29,10.0,33.51,12.31,89.05,1.64,6.0,8.0,8.0,1.0,14.0,38836.08427
550.0,1.0,5.0,551.48,20.52,6.0,46.07,22.28,95.35,1.4,1.0,4.0,5.0,1.0,20.0,211096.8885
550.0,1.0,3.0,91.06,63.37,8.0,3.47,22.49,96.91,1.4,7.0,8.0,8.0,1.0,8.0,102212.6934
550.0,1.0,3.0,201.96,40.06,5.0,44.27,14.3,95.1,1.85,3.0,3.0,4.0,1.0,13.0,92216.48251
861.54,1.0,2.0,323.51,42.74,6.0,33.77,47.5,88.39,0.96,4.0,6.0,7.0,1.0,21.0,113848.1612
1694.81,2.0,2.0,139.81,27.34,7.0,90.61,5.32,80.84,1.07,5.0,6.0,4.0,1.0,6.0,281967.9211
795.02,3.0,2.0,505.39,39.19,7.0,8.31,14.3,96.51,1.86,4.0,3.0,2.0,1.0,6.0,115584.9538
904.54,1.0,1.0,8.18,5.45,8.0,38.78,47.52,90.29,1.93,4.0,5.0,6.0,1.0,15.0,27443.46265
1291.36,2.0,4.0,614.33,9.42,10.0,47.06,19.36,98.41,0.86,8.0,9.0,8.0,1.0,11.0,396706.5208
1393.42,3.0,3.0,708.88,0.91,5.0,11.7,0.8,99.9,1.76,5.0,2.0,5.0,1.0,14.0,243243.8481
726.54,2.0,3.0,547.76,32.81,7.0,26.82,31.74,95.99,1.78,3.0,5.0,4.0,1.0,25.0,137627.9615
1724.17,3.0,3.0,557.18,3.21,6.0,87.09,12.19,99.9,2.38,9.0,10.0,10.0,1.0,20.0,451213.9102
